LABEL,SCORE2
2018-04_탠디_2단우산,-1.5550495761587002
2018-04_탠디_3단우산,-1.324670190652609
2018-04_SK-II_BB/파운데이션/컴팩트류,-0.4576300682348298
2018-04_VDL_BB/파운데이션/컴팩트류,-0.045725431558182886
2018-04_VT코스메틱_BB/파운데이션/컴팩트류,-0.2425964701033331
2018-04_겔랑_BB/파운데이션/컴팩트류,-0.41196613084887196
2018-04_끌레드뽀보떼_BB/파운데이션/컴팩트류,-0.5103140816778143
2018-04_닥터자르트_BB/파운데이션/컴팩트류,-0.1453331061042641
2018-04_데코르테_BB/파운데이션/컴팩트류,-0.12738032205209637
2018-04_디어달리아_BB/파운데이션/컴팩트류,-0.9239053733887005
2018-04_디올_BB/파운데이션/컴팩트류,-0.20380450235678876
2018-04_라메르_BB/파운데이션/컴팩트류,-0.4907592514060548
2018-04_라프레리_BB/파운데이션/컴팩트류,-0.16666848398155318
2018-04_랑콤_BB/파운데이션/컴팩트류,-0.3834927433421454
2018-04_랩시리즈_BB/파운데이션/컴팩트류,-0.8436272730543009
2018-04_로라메르시에_BB/파운데이션/컴팩트류,-0.3764409341380182
2018-04_리리코스_BB/파운데이션/컴팩트류,-0.2566806644620166
2018-04_리엔케이_BB/파운데이션/컴팩트류,-0.4345445404222724
2018-04_메이크업포에버_BB/파운데이션/컴팩트류,-0.45416553189635206
2018-04_바닐라코_BB/파운데이션/컴팩트류,-0.2813753556661678
2018-04_바비브라운_BB/파운데이션/컴팩트류,-0.48113823881846746
2018-04_베네피트_BB/파운데이션/컴팩트류,-0.28732066287923497
2018-04_보브_BB/파운데이션/컴팩트류,-0.773481644854702
2018-04_부르조아_BB/파운데이션/컴팩트류,-0.6871863421404933
2018-04_비디비치_BB/파운데이션/컴팩트류,-0.34501906562457113
2018-04_비오템_BB/파운데이션/컴팩트류,-0.09194688098544058
2018-04_빌리프_BB/파운데이션/컴팩트류,-0.5915441977671629
2018-04_샤넬_BB/파운데이션/컴팩트류,1.0369179311331072
2018-04_설화수_BB/파운데이션/컴팩트류,-0.3066563371000294
2018-04_세르주루텐_BB/파운데이션/컴팩트류,-0.06634013400327848
2018-04_숨37˚_BB/파운데이션/컴팩트류,-0.5893213616299398
2018-04_슈에무라_BB/파운데이션/컴팩트류,-0.3091992967342785
2018-04_스틸라_BB/파운데이션/컴팩트류,-0.3259759188993154
2018-04_시세이도_BB/파운데이션/컴팩트류,-0.26190018831458034
2018-04_시슬리_BB/파운데이션/컴팩트류,-0.36740732746746485
2018-04_시에로코스메틱_BB/파운데이션/컴팩트류,-0.6369450297817586
2018-04_씨앤피알엑스_BB/파운데이션/컴팩트류,-0.6313164096949129
2018-04_아모레퍼시픽_BB/파운데이션/컴팩트류,-0.0424035025139521
2018-04_아이소이_BB/파운데이션/컴팩트류,-0.3843856439301541
2018-04_안나수이_BB/파운데이션/컴팩트류,-0.36697735512050067
2018-04_어딕션_BB/파운데이션/컴팩트류,-0.5414337255992228
2018-04_어반디케이_BB/파운데이션/컴팩트류,-0.5529115878612475
2018-04_에르보리앙_BB/파운데이션/컴팩트류,-0.36723533234431216
2018-04_에스쁘아_BB/파운데이션/컴팩트류,0.06148919033363737
2018-04_에스티로더_BB/파운데이션/컴팩트류,-0.3578410744054108
2018-04_에이지투웨니스_BB/파운데이션/컴팩트류,-0.4125351258288973
2018-04_에이프릴스킨_BB/파운데이션/컴팩트류,0.08322617061441459
2018-04_엘리자베스아덴_BB/파운데이션/컴팩트류,-0.09538616040192278
2018-04_오휘_BB/파운데이션/컴팩트류,-0.33805236823262974
2018-04_입생로랑_BB/파운데이션/컴팩트류,-0.42713285383159927
2018-04_조르지오아르마니_BB/파운데이션/컴팩트류,-0.32880668024956616
2018-04_크리니크_BB/파운데이션/컴팩트류,-0.4404249485657876
2018-04_클라란스_BB/파운데이션/컴팩트류,-0.24906894924753498
2018-04_투쿨포스쿨_BB/파운데이션/컴팩트류,-0.4667343323783435
2018-04_폴앤조_BB/파운데이션/컴팩트류,-0.15763061833717112
2018-04_헤라_BB/파운데이션/컴팩트류,-0.14167517333885143
2018-04_후_BB/파운데이션/컴팩트류,-0.25172431307401805
2018-04_골든듀_귀걸이,0.33961595143178464
2018-04_도로시_귀걸이,0.4589558574769768
2018-04_디디에두보_귀걸이,0.36790678258777754
2018-04_러브캣비쥬_귀걸이,0.26908005428860104
2018-04_로이드_귀걸이,1.3668538182466181
2018-04_로즈몽_귀걸이,0.46254744761121014
2018-04_마크제이콥스_귀걸이,0.08055191205633758
2018-04_메트로시티_귀걸이,0.6259265181487904
2018-04_미니골드_귀걸이,1.0447194051653874
2018-04_바쵸바치_귀걸이,1.2310022512110268
2018-04_비체_귀걸이,-0.07243927316929215
2018-04_스와로브스키_귀걸이,0.24299610219321274
2018-04_스타일러스_귀걸이,0.27673871772497527
2018-04_스톤헨지_귀걸이,0.6825691701715098
2018-04_아가타_귀걸이,0.5800314489177052
2018-04_제이에스티나_귀걸이,1.173652338075574
2018-04_질스튜어트_귀걸이,0.3811195788509875
2018-04_킨트_귀걸이,0.28913405357114347
2018-04_토마스사보_귀걸이,-0.4416259962367219
2018-04_티르리르_귀걸이,0.3030185340362854
2018-04_VT코스메틱_기름종이,-1.067655284390259
2018-04_끌레드뽀보떼_기름종이,-0.6542502442828061
2018-04_디올_기름종이,-1.1323537930331495
2018-04_로라메르시에_기름종이,-1.0736627929457923
2018-04_메이크업포에버_기름종이,-1.2639042242141325
2018-04_바닐라코_기름종이,-0.9103596751453936
2018-04_바비브라운_기름종이,-1.3194807286498134
2018-04_베네피트_기름종이,-0.8913697531348892
2018-04_비디비치_기름종이,-1.2874802205687474
2018-04_슈에무라_기름종이,-1.2291652684577752
2018-04_시세이도_기름종이,-1.3430164974466872
2018-04_시슬리_기름종이,-1.2463695621248783
2018-04_씽크네이처_기름종이,-1.3107239412180467
2018-04_아모레퍼시픽_기름종이,-0.593595346723952
2018-04_아베다_기름종이,-1.3112883632338892
2018-04_안나수이_기름종이,-0.7983540130026753
2018-04_어딕션_기름종이,-1.368491079229025
2018-04_어반디케이_기름종이,-1.3560171446494755
2018-04_에스쁘아_기름종이,-0.7150580472336002
2018-04_에스티로더_기름종이,-0.9731089992635749
2018-04_입생로랑_기름종이,-1.2672409878389022
2018-04_조르지오아르마니_기름종이,-1.7397600193897913
2018-04_차홍_기름종이,-1.3243362934924547
2018-04_크리니크_기름종이,-1.2537068474080106
2018-04_투쿨포스쿨_기름종이,-1.3688189004582214
2018-04_팀버랜드_기타남성화,1.2040417195545363
2018-04_구찌_기타모자,0.7117527502594055
2018-04_보스_기타모자,-1.6747295302203298
2018-04_빈폴레이디스_기타모자,-0.47220200190699174
2018-04_써스데이아일랜드_기타모자,-1.0766994766860374
2018-04_아가타_기타모자,-1.253255186904605
2018-04_레페토_기타보석류,-0.8653672923854537
2018-04_비비안_기타보석류,-2.058422003455156
2018-04_스톤헨지_기타보석류,-1.5403161135011152
2018-04_아가타_기타보석류,-1.8341406864996752
2018-04_질스튜어트_기타보석류,-1.211032667146488
2018-04_티르리르_기타보석류,-2.2096800904199956
2018-04_헬렌카민스키_기타보석류,-0.9303419928344602
2018-04_베네통_기타여성의류아우터,-1.3061463280774956
2018-04_쌤소나이트_기타여행용가방,-1.5578085903319219
2018-04_지방시_기타여행용가방,-1.8653676924700329
2018-04_골든구스_기타유아동화,1.0098052844600005
2018-04_골든구스_기타패션잡화,0.5254152090369127
2018-04_금강제화_기타패션잡화,-1.1996556148237836
2018-04_닥스_기타패션잡화,-1.5742157828296894
2018-04_라코스테_기타패션잡화,-0.25783822570219334
2018-04_랑방_기타패션잡화,-0.8666053333794544
2018-04_러브캣_기타패션잡화,-1.3395611054751024
2018-04_레페토_기타패션잡화,-1.984510707330987
2018-04_루즈앤라운지_기타패션잡화,-1.951025863940781
2018-04_마이클코어스_기타패션잡화,-0.7874320280019971
2018-04_만다리나덕_기타패션잡화,-1.047000310273039
2018-04_발리_기타패션잡화,-1.2474033942310545
2018-04_버버리_기타패션잡화,-0.8676706941743323
2018-04_빈폴레이디스_기타패션잡화,-1.6763861520388945
2018-04_스와로브스키_기타패션잡화,-1.6366933158056223
2018-04_스튜어트와이츠먼_기타패션잡화,-1.7782303941890505
2018-04_써스데이아일랜드_기타패션잡화,-1.1799253199981639
2018-04_에스티듀퐁_기타패션잡화,-0.49185415546869443
2018-04_에트로_기타패션잡화,-1.3065695974615865
2018-04_엘르_기타패션잡화,-1.479095915929624
2018-04_엠씨엠_기타패션잡화,-1.8892119308288098
2018-04_오야니_기타패션잡화,-1.9779809062977163
2018-04_오프화이트_기타패션잡화,-1.6483398184840306
2018-04_질스튜어트_기타패션잡화,-1.1473998910241674
2018-04_커스텀멜로우_기타패션잡화,-0.05593524137495783
2018-04_코치_기타패션잡화,-0.7156358210989158
2018-04_타미힐피거_기타패션잡화,-0.4796418170143968
2018-04_타미힐피거여성_기타패션잡화,-0.9443706027568742
2018-04_탠디_기타패션잡화,-1.830430770856584
2018-04_토리버치_기타패션잡화,-0.3122611113286515
2018-04_헤지스_기타패션잡화,-1.484828142842398
2018-04_헨리코튼_기타패션잡화,-1.4204193730441403
2018-04_니콜라이_남녀공용향수,-1.3923097273430127
2018-04_딥티크_남녀공용향수,-1.5739766341631158
2018-04_라보라토리오올파티보_남녀공용향수,-1.8178681037109938
2018-04_로라메르시에_남녀공용향수,-1.6605042698049632
2018-04_록시땅_남녀공용향수,-1.8269952459988847
2018-04_메종프란시스커정_남녀공용향수,-2.105365317139221
2018-04_모스키노_남녀공용향수,-0.9914496551556368
2018-04_몰튼브라운_남녀공용향수,-1.975183362364074
2018-04_바이레도_남녀공용향수,-1.604894719004098
2018-04_베네피트_남녀공용향수,-1.341717902173041
2018-04_불가리향수_남녀공용향수,-1.4660744340344476
2018-04_산타마리아노벨라_남녀공용향수,-1.4721107687921862
2018-04_세르주루텐_남녀공용향수,-1.5395580176442782
2018-04_아쿠아디파르마_남녀공용향수,-1.7376426757705488
2018-04_아틀리에코롱_남녀공용향수,-1.6017619214408758
2018-04_에르바리오토스카노_남녀공용향수,-1.735780613320399
2018-04_에트로_남녀공용향수,-2.0215502952414806
2018-04_조말론런던_남녀공용향수,-1.6040591841811838
2018-04_지미추_남녀공용향수,-1.3928511412489935
2018-04_캘빈클라인_남녀공용향수,-0.5882993503660464
2018-04_크리드_남녀공용향수,-1.663535481145241
2018-04_클라란스_남녀공용향수,-1.8571168563994207
2018-04_키엘_남녀공용향수,-1.8475683840581607
2018-04_탄_남녀공용향수,-1.5105871424426107
2018-04_파코라반_남녀공용향수,0.3718779315578927
2018-04_페라리_남녀공용향수,-0.42117037553358266
2018-04_펜할리곤스_남녀공용향수,-1.2063956207557651
2018-04_폴스미스_남녀공용향수,0.12722809637317634
2018-04_프레데릭말_남녀공용향수,-1.8224046416235191
2018-04_프레쉬_남녀공용향수,-1.6080840694673706
2018-04_샤넬_남녀공용향수세트,-0.46046386602823625
2018-04_갤럭시_남성가디건,-1.738504869795409
2018-04_게스_남성가디건,-1.0144351811421979
2018-04_내셔널지오그래픽_남성가디건,-1.3332084093731515
2018-04_라코스테_남성가디건,0.34320859607028226
2018-04_본_남성가디건,-0.9281634074647731
2018-04_빈폴_남성가디건,-1.2925142394676952
2018-04_슈퍼콤마비_남성가디건,-1.6958523567121062
2018-04_스톤아일랜드_남성가디건,0.22443241555935234
2018-04_시리즈_남성가디건,-1.243024037113424
2018-04_써스데이아일랜드_남성가디건,-0.986411522704327
2018-04_에피그램_남성가디건,-1.848123893762079
2018-04_요지야마모토_남성가디건,-1.6097733090850896
2018-04_커스텀멜로우_남성가디건,0.6163973851136785
2018-04_킨록_남성가디건,-0.9746173683881046
2018-04_타미힐피거_남성가디건,-0.4774272096550957
2018-04_톰브라운_남성가디건,-0.6597113023953486
2018-04_프레드페리_남성가디건,-1.3223813488412994
2018-04_헨리코튼_남성가디건,-1.5947252343961014
2018-04_갤럭시_남성남방셔츠,-1.57499464097346
2018-04_닥스_남성남방셔츠,-1.071139188886043
2018-04_라코스테_남성남방셔츠,-0.38750600967149285
2018-04_마에스트로_남성남방셔츠,-1.6266454866501572
2018-04_본_남성남방셔츠,-1.18927443912231
2018-04_빈폴_남성남방셔츠,-1.196001929789494
2018-04_시리즈_남성남방셔츠,-1.18134890301202
2018-04_써스데이아일랜드_남성남방셔츠,-0.9192031798216649
2018-04_에피그램_남성남방셔츠,-1.5550297443779504
2018-04_커스텀멜로우_남성남방셔츠,-0.5612659048474888
2018-04_타미힐피거_남성남방셔츠,-0.5187539161667373
2018-04_헤지스_남성남방셔츠,-0.7584447230969615
2018-04_헨리코튼_남성남방셔츠,-1.406157593122469
2018-04_금강제화_남성로퍼,-0.21023460449190962
2018-04_닥스_남성로퍼,-0.8697767835266
2018-04_락포트_남성로퍼,-0.7738960734981999
2018-04_랜드로바_남성로퍼,-1.1743542914715634
2018-04_레노마_남성로퍼,-1.090889744614508
2018-04_미소페_남성로퍼,-0.8594199779667715
2018-04_발리_남성로퍼,-0.27453091742573954
2018-04_탠디_남성로퍼,-0.8769704866650078
2018-04_토즈_남성로퍼,-0.9094246372372078
2018-04_구찌_남성머니클립,-0.6832206102857388
2018-04_루이까또즈_남성머니클립,-0.08603621730349367
2018-04_몽블랑_남성머니클립,-2.1039026360807704
2018-04_미우미우_남성머니클립,-0.6005977174639118
2018-04_생로랑_남성머니클립,0.1673830351441012
2018-04_엠씨엠_남성머니클립,-1.5247791856744342
2018-04_질스튜어트_남성머니클립,-0.5606679190062857
2018-04_토리버치_남성머니클립,-0.6258483082127445
2018-04_프라다_남성머니클립,-0.7245344677104082
2018-04_헤지스_남성머니클립,-1.6797130526509367
2018-04_겐조_남성백팩,-1.460567133914903
2018-04_디올옴므_남성백팩,-1.4395833964685323
2018-04_버버리_남성백팩,-0.5227784523478275
2018-04_빈폴_남성백팩,-1.7855358377068409
2018-04_프라다_남성백팩,-0.16939926680055173
2018-04_게스_남성베스트,-1.1726376331808308
2018-04_라코스테_남성베스트,-0.4860989811372435
2018-04_마에스트로_남성베스트,-1.299773327848279
2018-04_빈폴_남성베스트,-1.4535824072150718
2018-04_써스데이아일랜드_남성베스트,-1.0328849183861302
2018-04_킨록_남성베스트,-1.3070945654933301
2018-04_타미힐피거_남성베스트,-0.956605739613124
2018-04_톰보이_남성베스트,-1.454490520908134
2018-04_헤지스_남성베스트,-1.6347590755270158
2018-04_헨리코튼_남성베스트,-1.5911747681869366
2018-04_금강제화_남성부츠,-1.5266068570027875
2018-04_닥터마틴_남성부츠,-1.1694328093064499
2018-04_랜드로바_남성부츠,-1.0295937995998643
2018-04_써스데이아일랜드_남성사파리,-0.44275729877188297
2018-04_커스텀멜로우_남성사파리,-0.6592055557554075
2018-04_금강제화_남성샌들,0.707484668846972
2018-04_닥스_남성샌들,-1.5741138582998746
2018-04_랜드로바_남성샌들,-1.3030319796494125
2018-04_레노마_남성샌들,-1.3798720422864634
2018-04_미소페_남성샌들,-1.5404743095414248
2018-04_발렌티노_남성샌들,-1.3843319258284599
2018-04_탠디_남성샌들,-1.4734383602932017
2018-04_금강제화_남성서류가방,-1.4350618812562452
2018-04_닥스_남성서류가방,-1.1071318457925496
2018-04_레노마_남성서류가방,-1.3929560904924396
2018-04_루이까또즈_남성서류가방,1.038219135088802
2018-04_만다리나덕_남성서류가방,-1.1476446672804113
2018-04_몽블랑_남성서류가방,-1.9893878613952498
2018-04_발렌시아가_남성서류가방,-1.1561228456554378
2018-04_발리_남성서류가방,-0.533775739339058
2018-04_브루노말리_남성서류가방,-1.130562957863726
2018-04_빈폴_남성서류가방,-0.2746472298878234
2018-04_쌤소나이트_남성서류가방,-1.4252589574452241
2018-04_아메리칸투어리스터_남성서류가방,-1.4003086294101728
2018-04_엠씨엠_남성서류가방,-1.5095800955092047
2018-04_질스튜어트_남성서류가방,-0.9873351088674079
2018-04_커스텀멜로우_남성서류가방,-1.2827344727629855
2018-04_투미_남성서류가방,-1.4487433916435115
2018-04_헤지스_남성서류가방,-1.5913441077910317
2018-04_게스_남성선글라스,-1.2591550994352572
2018-04_듀퐁_남성선글라스,-1.9715797592271103
2018-04_디스퀘어드2_남성선글라스,-1.9468539598994925
2018-04_디젤_남성선글라스,-1.5425900756318112
2018-04_라코스테_남성선글라스,-0.07875670602481792
2018-04_랑방_남성선글라스,-1.3697930266391194
2018-04_메트로시티_남성선글라스,-0.4351828943585242
2018-04_몽블랑_남성선글라스,-1.8321830678671536
2018-04_지방시_남성선글라스,-1.262625681215007
2018-04_톰포드_남성선글라스,-1.554423992184558
2018-04_구찌_남성숄더/크로스백,2.214528191103195
2018-04_내셔널지오그래픽_남성숄더/크로스백,1.4833643583980727
2018-04_닥스_남성숄더/크로스백,0.9073742173443139
2018-04_라코스테_남성숄더/크로스백,2.394791788509272
2018-04_만다리나덕_남성숄더/크로스백,1.551406030501624
2018-04_몽블랑_남성숄더/크로스백,1.2081923227053752
2018-04_발렌시아가_남성숄더/크로스백,2.6050940153778646
2018-04_발리_남성숄더/크로스백,1.7958006078237905
2018-04_브루노말리_남성숄더/크로스백,2.1022999663995026
2018-04_빈폴_남성숄더/크로스백,2.1050309473596927
2018-04_스위스밀리터리_남성숄더/크로스백,0.7252696866243233
2018-04_쌤소나이트_남성숄더/크로스백,1.151967782609808
2018-04_아메리칸투어리스터_남성숄더/크로스백,0.8940119883732155
2018-04_에트로_남성숄더/크로스백,1.9050992295136977
