LABEL,SCORE
루이까또즈_2단우산,0.5023021737118372
엘르_2단우산,0.2130630467559745
탠디_2단우산,0.2490575562650796
탠디_3단우산,0.32063998748724476
SK-II_BB/파운데이션/컴팩트류,0.583465959343169
VDL_BB/파운데이션/컴팩트류,0.6994277110372293
VT코스메틱_BB/파운데이션/컴팩트류,0.7712336965129424
겔랑_BB/파운데이션/컴팩트류,0.5953713212786875
끌레드뽀보떼_BB/파운데이션/컴팩트류,0.6015393148459963
닥터자르트_BB/파운데이션/컴팩트류,0.6020891129701732
달팡_BB/파운데이션/컴팩트류,0.5925165466513674
데코르테_BB/파운데이션/컴팩트류,0.557847715211978
디어달리아_BB/파운데이션/컴팩트류,0.6529679876272525
디올_BB/파운데이션/컴팩트류,0.5709203589767431
라메르_BB/파운데이션/컴팩트류,0.5647771125872106
라프레리_BB/파운데이션/컴팩트류,0.5970286241153729
랑콤_BB/파운데이션/컴팩트류,0.5684797199888181
랩시리즈_BB/파운데이션/컴팩트류,0.4654695209532443
로라메르시에_BB/파운데이션/컴팩트류,0.6575424662057577
리리코스_BB/파운데이션/컴팩트류,0.6950072300244394
리엔케이_BB/파운데이션/컴팩트류,0.6096952653049654
메이크업포에버_BB/파운데이션/컴팩트류,0.6168535518577855
바닐라코_BB/파운데이션/컴팩트류,0.7014327338782763
바비브라운_BB/파운데이션/컴팩트류,0.6021989531812919
베네피트_BB/파운데이션/컴팩트류,0.643013255231045
보브_BB/파운데이션/컴팩트류,0.6500299386469465
부르조아_BB/파운데이션/컴팩트류,0.7273017318395161
비디비치_BB/파운데이션/컴팩트류,0.58036800146188
비오템_BB/파운데이션/컴팩트류,0.5169773550754815
빌리프_BB/파운데이션/컴팩트류,0.4869883045389636
산심_BB/파운데이션/컴팩트류,0.669126793656624
샤넬_BB/파운데이션/컴팩트류,0.6778648916938413
설화수_BB/파운데이션/컴팩트류,0.6144254348409735
세르주루텐_BB/파운데이션/컴팩트류,0.481579818864477
숨37˚_BB/파운데이션/컴팩트류,0.6477765031493484
슈에무라_BB/파운데이션/컴팩트류,0.6515686197916867
스틸라_BB/파운데이션/컴팩트류,0.4121785131353678
시세이도_BB/파운데이션/컴팩트류,0.6090011969855655
시슬리_BB/파운데이션/컴팩트류,0.47708271785122347
시에로코스메틱_BB/파운데이션/컴팩트류,0.6116613448594305
씨앤피알엑스_BB/파운데이션/컴팩트류,0.4598505371317924
아모레퍼시픽_BB/파운데이션/컴팩트류,0.5566144602099358
아이소이_BB/파운데이션/컴팩트류,0.5893260371226599
안나수이_BB/파운데이션/컴팩트류,0.6834378776815092
어딕션_BB/파운데이션/컴팩트류,0.6182095412414228
어반디케이_BB/파운데이션/컴팩트류,0.5999626688266677
에르보리앙_BB/파운데이션/컴팩트류,0.6477843425716217
에스쁘아_BB/파운데이션/컴팩트류,0.6482222191041611
에스티로더_BB/파운데이션/컴팩트류,0.6157689653981857
에이지투웨니스_BB/파운데이션/컴팩트류,0.44843520430758615
에이프릴스킨_BB/파운데이션/컴팩트류,0.4664020812275434
엘리자베스아덴_BB/파운데이션/컴팩트류,0.6830764403274978
오휘_BB/파운데이션/컴팩트류,0.5722530520066068
입생로랑_BB/파운데이션/컴팩트류,0.5841456393314515
제이에스티나_BB/파운데이션/컴팩트류,0.6439751402504733
조르지오아르마니_BB/파운데이션/컴팩트류,0.609779548440804
주디스리버_BB/파운데이션/컴팩트류,0.5580601307834977
크리니크_BB/파운데이션/컴팩트류,0.5861220287476296
클라란스_BB/파운데이션/컴팩트류,0.4851114772699784
톰포드_BB/파운데이션/컴팩트류,0.8599951903982002
투쿨포스쿨_BB/파운데이션/컴팩트류,0.5732347087062257
폴앤조_BB/파운데이션/컴팩트류,0.5299533839442238
